S No,Vehicle_Class,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL,FUEL CELL HYDROGEN,LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL/ETHANOL,PETROL/HYBRID,PETROL/LPG,PETROL/METHANOL,SOLAR,     TOTAL     ,State
10.0,CASH VAN,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,Andhra Pradesh
11.0,CONSTRUCTION EQUIPMENT VEHICLE,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,Andhra Pradesh
12.0,CRANE MOUNTED VEHICLE,0,1289,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,1297,Andhra Pradesh
13.0,DUMPER,0,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,217,Andhra Pradesh
14.0,EDUCATIONAL INSTITUTION BUS,23,12056,0,0,0,0,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,12139,Andhra Pradesh
15.0,E-RICKSHAW(P),0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,397,Andhra Pradesh
16.0,E-RICKSHAW WITH CART (G),0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,260,Andhra Pradesh
17.0,EXCAVATOR (COMMERCIAL),0,546,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,558,Andhra Pradesh
18.0,EXCAVATOR (NT),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Andhra Pradesh
19.0,FIRE FIGHTING VEHICLE,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,Andhra Pradesh
20.0,FIRE TENDERS,0,160,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,170,Andhra Pradesh
21.0,FORK LIFT,0,353,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,355,Andhra Pradesh
22.0,GOODS CARRIER,775,214019,0,0,0,0,0,94,0,0,0,4,0,1401,4385,119,0,0,175,0,2,220974,Andhra Pradesh
23.0,HARVESTER,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,Andhra Pradesh
24.0,HEARSES,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,29,Andhra Pradesh
25.0,LIBRARY VAN,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Andhra Pradesh
26.0,LUXURY CAB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra Pradesh
27.0,MAXI CAB,3,10943,0,0,0,0,0,0,0,0,0,7,0,28,134,17,0,0,41,0,0,11173,Andhra Pradesh
28.0,M-CYCLE/SCOOTER,4,4492,0,0,0,0,0,10718,0,0,0,2,0,121316,3450998,12,0,0,108,0,6,3587656,Andhra Pradesh
29.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,0,0,0,0,0,0,601,0,0,0,0,0,0,649,0,0,0,0,0,0,1250,Andhra Pradesh
30.0,MOBILE CANTEEN,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Andhra Pradesh
31.0,MOBILE CLINIC,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,122,Andhra Pradesh
32.0,MOBILE WORKSHOP,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,Andhra Pradesh
33.0,MOPED,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1572,0,0,0,0,0,0,1616,Andhra Pradesh
34.0,MOTOR CAB,5,19702,0,0,0,0,0,1,0,0,0,17,0,1210,2952,459,0,3,243,0,0,24592,Andhra Pradesh
35.0,MOTOR CAR,10,160504,1,0,0,0,0,428,0,0,0,87,0,12839,159484,4074,0,686,17188,0,0,355301,Andhra Pradesh
36.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,338,0,0,0,0,0,0,13229,0,0,0,0,0,0,13567,Andhra Pradesh
37.0,OMNI BUS,2,7748,0,0,0,0,0,1,0,0,0,3,0,63,721,14,0,0,534,0,0,9086,Andhra Pradesh
38.0,OMNI BUS (PRIVATE USE),0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Andhra Pradesh
39.0,POWER TILLER,0,139,0,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0,0,0,207,Andhra Pradesh
40.0,PRIVATE SERVICE VEHICLE,6,1057,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,1082,Andhra Pradesh
41.0,RECOVERY VEHICLE,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Andhra Pradesh
42.0,ROAD ROLLER,0,525,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,548,Andhra Pradesh
43.0,THREE WHEELER (GOODS),1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Andhra Pradesh
44.0,THREE WHEELER (PASSENGER),2494,205111,0,0,0,0,0,256,0,0,0,37,0,297,2332,16479,0,0,175,0,1,227182,Andhra Pradesh
45.0,THREE WHEELER (PERSONAL),5,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,16,Andhra Pradesh
46.0,TOWER WAGON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra Pradesh
47.0,TOW TRUCK,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Andhra Pradesh
48.0,TRACTOR (COMMERCIAL),0,51466,0,0,0,0,0,0,0,0,0,0,0,1419,68,3,0,0,8,0,0,52964,Andhra Pradesh
49.0,TRAILER (AGRICULTURAL),2,1481,0,0,0,0,0,5,0,0,0,0,0,23749,94,0,0,0,1,0,1,25333,Andhra Pradesh
50.0,TRAILER (COMMERCIAL),1,3232,0,0,0,0,0,19,0,0,0,0,0,37619,129,0,0,0,0,0,1,41001,Andhra Pradesh
51.0,TRAILER FOR PERSONAL USE,0,7,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,21,Andhra Pradesh
52.0,TREE TRIMMING VEHICLE,0,46,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,49,Andhra Pradesh
53.0,VEHICLE FITTED WITH COMPRESSOR,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Andhra Pradesh
54.0,VEHICLE FITTED WITH GENERATOR,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Andhra Pradesh
55.0,VEHICLE FITTED WITH RIG,1,5747,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,5770,Andhra Pradesh
1.0,AGRICULTURAL TRACTOR,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Sikkim
2.0,AMBULANCE,0,180,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,211,Sikkim
3.0,ARTICULATED VEHICLE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sikkim
4.0,BUS,1,642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,644,Sikkim
5.0,CASH VAN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sikkim
6.0,CONSTRUCTION EQUIPMENT VEHICLE,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,Sikkim
7.0,CRANE MOUNTED VEHICLE,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,Sikkim
8.0,DUMPER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sikkim
9.0,EARTH MOVING EQUIPMENT,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,Sikkim
10.0,EDUCATIONAL INSTITUTION BUS,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Sikkim
11.0,EXCAVATOR (COMMERCIAL),0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,Sikkim
12.0,EXCAVATOR (NT),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sikkim
13.0,FIRE FIGHTING VEHICLE,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sikkim
14.0,GOODS CARRIER,3,7822,0,0,0,0,0,1,0,0,0,0,0,7,15,0,0,0,0,0,0,7848,Sikkim
15.0,LUXURY CAB,0,2047,1,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,2070,Sikkim
16.0,MAXI CAB,2,3901,3,0,0,0,0,1,0,0,0,0,0,3,44,0,0,0,0,0,0,3954,Sikkim
17.0,M-CYCLE/SCOOTER,0,5,0,0,0,0,0,1,0,0,0,0,0,6,12457,1,0,0,0,0,0,12470,Sikkim
18.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Sikkim
19.0,MOPED,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,Sikkim
20.0,MOTOR CAB,0,2055,1,0,0,0,0,7,0,0,0,1,0,15,10685,19,0,0,2,0,0,12785,Sikkim
21.0,MOTOR CAR,0,15677,88,0,0,0,0,10,0,0,0,0,0,61,31322,29,0,58,18,0,1,47264,Sikkim
22.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,125,Sikkim
23.0,MOTORISED CYCLE (CC > 25CC),0,3,0,0,0,0,0,0,0,0,0,0,0,0,12214,0,0,0,0,0,0,12217,Sikkim
24.0,OMNI BUS,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Sikkim
25.0,OMNI BUS (PRIVATE USE),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Sikkim
26.0,PRIVATE SERVICE VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Sikkim
27.0,TRACTOR (COMMERCIAL),0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Sikkim
1.0,AGRICULTURAL TRACTOR,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Meghalaya
2.0,AMBULANCE,0,667,0,0,0,0,0,0,0,0,0,0,0,1,291,1,0,0,0,0,0,960,Meghalaya
3.0,ARTICULATED VEHICLE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Meghalaya
4.0,BREAKDOWN VAN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
5.0,BUS,0,3648,0,0,0,0,0,0,0,0,0,0,0,8,77,1,0,0,0,0,0,3734,Meghalaya
6.0,CAMPER VAN / TRAILER,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
7.0,CAMPER VAN / TRAILER (PRIVATE USE),0,94,0,0,0,0,0,0,0,0,0,0,0,414,31,0,0,0,0,0,0,539,Meghalaya
8.0,CONSTRUCTION EQUIPMENT VEHICLE,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,Meghalaya
9.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
10.0,CRANE MOUNTED VEHICLE,0,468,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,473,Meghalaya
11.0,DUMPER,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,Meghalaya
12.0,EARTH MOVING EQUIPMENT,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,Meghalaya
13.0,EDUCATIONAL INSTITUTION BUS,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,Meghalaya
14.0,E-RICKSHAW(P),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
15.0,EXCAVATOR (COMMERCIAL),0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Meghalaya
16.0,EXCAVATOR (NT),0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,Meghalaya
17.0,FIRE FIGHTING VEHICLE,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,Meghalaya
18.0,FORK LIFT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
19.0,GOODS CARRIER,4,56380,0,0,0,0,0,4,0,0,0,0,0,910,1317,0,0,0,0,0,0,58615,Meghalaya
20.0,HEARSES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
21.0,LUXURY CAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Meghalaya
22.0,MAXI CAB,0,6394,15,0,0,0,0,0,0,0,0,0,0,21,521,0,0,78,0,0,0,7029,Meghalaya
23.0,M-CYCLE/SCOOTER,0,50,0,0,0,0,0,27,0,0,0,0,0,141,188084,23,0,0,1,0,0,188326,Meghalaya
24.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,233,Meghalaya
25.0,MOBILE WORKSHOP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
26.0,MOPED,0,1,0,0,0,0,0,0,0,0,0,0,0,1,146,0,0,0,0,0,0,148,Meghalaya
27.0,MOTOR CAB,1,2964,22,0,0,0,0,0,0,0,0,0,0,30,20457,17,0,23,0,0,0,23514,Meghalaya
28.0,MOTOR CAR,1,30076,138,0,0,0,0,17,0,0,0,2,0,308,144618,115,0,400,33,0,0,175708,Meghalaya
29.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,Meghalaya
30.0,OMNI BUS,0,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,84,Meghalaya
31.0,OMNI BUS (PRIVATE USE),0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Meghalaya
32.0,POWER TILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
33.0,PRIVATE SERVICE VEHICLE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Meghalaya
34.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,Meghalaya
35.0,RECOVERY VEHICLE,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Meghalaya
36.0,ROAD ROLLER,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Meghalaya
37.0,THREE WHEELER (GOODS),0,1395,0,0,0,0,0,4,0,0,0,0,0,7,92,1,0,0,0,0,0,1499,Meghalaya
38.0,THREE WHEELER (PASSENGER),0,6431,0,0,0,0,0,0,0,0,0,0,0,17,10511,8,0,0,0,0,0,16967,Meghalaya
39.0,THREE WHEELER (PERSONAL),0,23,0,0,0,0,0,6,0,0,0,0,0,3,42,0,0,0,0,0,0,74,Meghalaya
40.0,TOW TRUCK,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
41.0,TRACTOR (COMMERCIAL),1,572,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,606,Meghalaya
42.0,TRAILER (AGRICULTURAL),0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,Meghalaya
43.0,TRAILER (COMMERCIAL),0,36,0,0,0,0,0,0,0,0,0,0,0,443,47,0,0,0,0,0,0,526,Meghalaya
44.0,TRAILER FOR PERSONAL USE,0,16,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,50,Meghalaya
45.0,TREE TRIMMING VEHICLE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Meghalaya
46.0,VEHICLE FITTED WITH COMPRESSOR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
47.0,VEHICLE FITTED WITH GENERATOR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Meghalaya
48.0,VEHICLE FITTED WITH RIG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Meghalaya
1.0,ADAPTED VEHICLE,1,543,2,0,0,0,0,16,0,0,0,1,0,11,39005,25,0,38,33,0,0,39675,Karnataka
2.0,AGRICULTURAL TRACTOR,0,686442,12,0,0,0,0,25,0,0,0,67,0,6792,3868,2,0,0,14,0,13,697235,Karnataka
3.0,AMBULANCE,0,7864,0,0,0,0,0,2,0,0,0,2,0,61,3954,9,0,0,46,0,0,11938,Karnataka
4.0,ANIMAL AMBULANCE,0,36,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,54,Karnataka
5.0,ARTICULATED VEHICLE,0,19023,0,0,0,0,1,0,0,0,0,0,0,481,670,0,0,0,0,0,0,20175,Karnataka
6.0,AUXILIARY TRAILER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Karnataka
7.0,BREAKDOWN VAN,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Karnataka
8.0,BULLDOZER,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,Karnataka
9.0,BUS,50,122361,0,0,0,0,0,199,1,0,0,1,0,1612,634,3,0,0,30,0,6,124897,Karnataka
10.0,CAMPER VAN / TRAILER,0,550,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,566,Karnataka
11.0,CAMPER VAN / TRAILER (PRIVATE USE),0,77,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,82,Karnataka
12.0,CASH VAN,0,386,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,393,Karnataka
13.0,CONSTRUCTION EQUIPMENT VEHICLE,0,12213,2,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12237,Karnataka
14.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Karnataka
15.0,CRANE MOUNTED VEHICLE,0,6972,0,0,0,0,0,2,0,0,0,0,0,130,75,0,0,0,0,0,0,7179,Karnataka
16.0,DUMPER,0,322,0,0,0,0,0,0,0,0,0,0,0,6,108,0,0,0,0,0,0,436,Karnataka
17.0,EARTH MOVING EQUIPMENT,0,24479,1,0,0,0,0,0,0,0,0,0,0,64,76,0,0,0,1,0,0,24621,Karnataka
18.0,EDUCATIONAL INSTITUTION BUS,105,16464,0,0,0,0,0,3,0,0,0,0,0,104,62,0,0,0,4,0,0,16742,Karnataka
19.0,E-RICKSHAW(P),0,8,0,0,0,0,0,482,0,0,0,0,0,0,13,3,0,0,29,0,1,536,Karnataka
20.0,E-RICKSHAW WITH CART (G),0,8,0,0,0,0,0,802,0,0,0,0,0,1,0,0,0,0,0,0,0,811,Karnataka
21.0,EXCAVATOR (COMMERCIAL),0,14881,0,0,0,0,0,0,0,0,0,0,0,55,91,0,0,0,9,0,0,15036,Karnataka
22.0,EXCAVATOR (NT),0,1538,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1541,Karnataka
23.0,FIRE FIGHTING VEHICLE,0,490,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,525,Karnataka
24.0,FIRE TENDERS,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Karnataka
25.0,FORK LIFT,0,618,0,0,0,0,0,1,0,0,0,0,0,13,7,0,0,0,0,0,0,639,Karnataka
26.0,GOODS CARRIER,3574,1090343,4,0,0,0,0,179,0,0,0,98,0,15444,28954,566,0,0,1859,0,31,1141052,Karnataka
27.0,HARVESTER,0,750,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,787,Karnataka
28.0,HEARSES,0,568,0,0,0,0,0,3,0,0,0,0,0,1,51,1,0,0,0,0,0,624,Karnataka
29.0,LIBRARY VAN,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,38,Karnataka
30.0,LUXURY CAB,0,15,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,41,Karnataka
31.0,MAXI CAB,0,104090,9,0,0,0,0,47,0,0,0,8,0,1050,1664,6,0,3,83,0,24,106984,Karnataka
32.0,M-CYCLE/SCOOTER,4,26858,0,0,0,0,0,89417,0,0,1,32,0,74687,19344321,261,0,1,213,0,242,19536037,Karnataka
33.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,159,0,0,0,0,0,114,0,0,0,0,0,10,141277,2,0,0,5,0,1,141568,Karnataka
34.0,MOBILE CANTEEN,0,61,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,71,Karnataka
35.0,MOBILE CLINIC,1,178,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,194,Karnataka
36.0,MOBILE WORKSHOP,0,59,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,80,Karnataka
37.0,MOPED,1,644,0,0,0,0,0,4072,0,0,0,16,0,299,741716,8,0,0,4,0,25,746785,Karnataka
38.0,MOTOR CAB,90,284456,203,0,0,0,0,1750,0,0,0,178,0,2765,27734,7190,0,272,5447,0,9,330094,Karnataka
39.0,MOTOR CAR,90,1330542,4512,0,0,0,0,8871,0,0,0,1586,0,41109,2508818,10324,0,39938,85912,0,24,4031726,Karnataka
40.0,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,0,0,0,0,0,0,8,0,0,0,0,0,0,361,0,0,0,0,0,0,369,Karnataka
41.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,5,0,0,0,0,0,8684,0,0,0,0,0,1,21812,0,0,0,4,0,5,30511,Karnataka
42.0,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,9,Karnataka
43.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,2444,0,0,0,0,0,0,29541,0,0,0,0,0,0,31985,Karnataka
44.0,OMNI BUS,1,48175,0,0,0,0,0,6,0,0,0,4,0,2234,8888,6,0,0,931,0,0,60245,Karnataka
45.0,OMNI BUS (PRIVATE USE),0,39401,47,0,0,0,0,0,0,0,0,4,0,153,10615,26,0,103,1313,0,0,51662,Karnataka
46.0,POWER TILLER,0,332,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,343,Karnataka
47.0,POWER TILLER (COMMERCIAL),0,11333,0,0,0,0,0,1,0,0,0,1,0,334,63,0,0,0,0,0,2,11734,Karnataka
48.0,PRIVATE SERVICE VEHICLE,83,14566,1,0,0,0,0,0,23,0,0,0,0,309,1961,12,0,0,236,0,0,17191,Karnataka
49.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,1675,1,0,0,0,0,5,0,0,0,0,0,5,432,1,0,2,37,0,0,2158,Karnataka
50.0,QUADRICYCLE (COMMERCIAL),138,0,0,0,0,0,0,0,0,0,0,104,0,0,8,0,0,0,0,0,0,250,Karnataka
51.0,QUADRICYCLE (PRIVATE),8,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,17,Karnataka
52.0,RECOVERY VEHICLE,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,Karnataka
53.0,ROAD ROLLER,0,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,Karnataka
54.0,SEMI-TRAILER (COMMERCIAL),0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,Karnataka
55.0,SNORKED LADDERS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Karnataka
56.0,THREE WHEELER (GOODS),912,187114,3,0,0,0,0,2500,0,0,0,9,0,2558,15829,64,0,0,720,0,5,209714,Karnataka
57.0,THREE WHEELER (PASSENGER),7253,143101,0,0,0,0,0,14740,0,0,0,11947,0,20816,221671,4578,0,0,319685,0,3,743794,Karnataka
58.0,THREE WHEELER (PERSONAL),19,2092,0,0,0,0,0,207,0,0,0,133,0,889,7534,26,0,0,3845,0,0,14745,Karnataka
59.0,TOWER WAGON,0,71,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,90,Karnataka
60.0,TOW TRUCK,0,157,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1,0,0,190,Karnataka
61.0,TRACTOR (COMMERCIAL),0,30962,1,0,0,2,0,2,0,0,0,0,0,2273,2037,0,0,0,6,0,0,35283,Karnataka
62.0,TRACTOR-TROLLEY(COMMERCIAL),0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,11,Karnataka
63.0,TRAILER (AGRICULTURAL),7,26182,0,0,0,0,0,99,2,0,0,1,1,330964,4555,3,0,0,14,0,5,361833,Karnataka
64.0,TRAILER (COMMERCIAL),5,1242,0,0,0,0,0,2,0,0,0,1,0,18112,1336,2,0,0,3,0,0,20703,Karnataka
65.0,TRAILER FOR PERSONAL USE,0,907,0,0,0,0,0,0,0,0,0,69,0,1283,1447,0,0,0,3,0,0,3709,Karnataka
66.0,TREE TRIMMING VEHICLE,0,25,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,33,Karnataka
67.0,VEHICLE FITTED WITH COMPRESSOR,0,1582,0,0,0,0,0,0,0,0,0,0,0,50,31,0,0,0,0,0,0,1663,Karnataka
68.0,VEHICLE FITTED WITH GENERATOR,0,1038,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,1,0,0,1090,Karnataka
69.0,VEHICLE FITTED WITH RIG,0,11199,0,0,0,0,0,1,0,0,0,0,0,194,110,0,0,0,0,0,1,11505,Karnataka
70.0,X-RAY VAN,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,13,Karnataka
,ADAPTED VEHICLE,0,421,8,0,0,0,0,5,0,0,0,0,0,52,7225,254,0,37,29,0,1,8032,Maharashtra
,AGRICULTURAL TRACTOR,0,661896,18,0,0,0,0,8,1,0,0,0,0,4225,470,1,0,1,0,0,4,666624,Maharashtra
,AMBULANCE,35,10347,3,0,0,0,0,1,0,0,0,1,0,26,4271,104,0,0,22,0,0,14810,Maharashtra
,ANIMAL AMBULANCE,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,21,Maharashtra
